node_1,node_2,edge
nestor carbonell,anthony garcia,"Nestor Carbonell reprises his role as Gotham City's mayor, Anthony Garcia, in 'The Dark Knight Rises'."
juno temple,jen,"Juno Temple portrays Jen, Selina Kyle's friend and accomplice in 'The Dark Knight Rises'."
josh stewart,barsad,"Josh Stewart portrays Barsad, Bane's right-hand man in 'The Dark Knight Rises'."
alon aboutboul,dr. leonid pavel,"Alon Aboutboul portrays Dr. Leonid Pavel, a Russian nuclear physicist who is kidnapped by Bane and the League of Shadows in order to convert a fusion reactor funded by Bruce Wayne and Miranda Tate into a weapon to be used for the destruction of Gotham City in 'The Dark Knight Rises'."
aidan gillen,bill wilson,"Aidan Gillen portrays Bill Wilson, a CIA operative who was tasked with extracting Pavel from Uzbekistan and tracking down Bane for terrorist activities before his appearance in Gotham City. (Bill is referred to solely as ""CIA"" in the film's dialogue; the character's name is revealed in the film's novelization.)"
brett cullen,byron gilley,"Brett Cullen portrays Byron Gilley, a U.S. congressman who is kidnapped by Kyle in 'The Dark Knight Rises'."
chris ellis,father reilly,"Chris Ellis portrays Father Reilly, a priest at the orphanage that Blake grew up in in 'The Dark Knight Rises'."
chris ellis,father reilly,"relationship between Chris Ellis and Father Reilly, as both are characters mentioned in the same context"
blake,chris ellis or father reilly,"Blake grew up in the orphanage that Chris Ellis or Father Reilly worked at, indicating a possible relationship between Blake and either Chris Ellis or Father Reilly"
tom conti,"bruce wayne's caretaker in bane's underground prison, the pit","relationship between Tom Conti and Bruce Wayne's caretaker, as both are mentioned in the same context"
daniel sunjata,u.s. special ops officer who leads a task force into gotham to assist gordon and the gcpd in freeing the city from bane's rule,"relationship between Daniel Sunjata and the U.S. Special Ops officer, as both are mentioned in the same context"
liam neeson,ra's al ghul,"relationship between Liam Neeson and Ra's al Ghul, as both are mentioned in the same context (cameo appearance)"
josh pence,young ra's al ghul,"relationship between Josh Pence and young Ra's al Ghul, as both are mentioned in the same context (scenes set thirty years before the events of Batman Begins)"
cillian murphy,dr. jonathan crane,"relationship between Cillian Murphy and Dr. Jonathan Crane, as both are mentioned in the same context (reprises role from Batman Begins and The Dark Knight)"
india wadsworth,wife of ra's al ghul and mother of talia al ghul,"relationship between India Wadsworth and either Ra's al Ghul or Talia al Ghul, as both are mentioned in the same context"
john nolan,douglas fredericks,"relationship between John Nolan and Douglas Fredericks, as both are mentioned in the same context (reprises role from Batman Begins)"
william devane,president of the united states,"relationship between William Devane and the President of the United States, as both are mentioned in the same context"
rob brown,police officer,"relationship between Rob Brown and a police officer, as both are mentioned in the same context"
will estes,police officer,"relationship between Will Estes and a police officer, as both are mentioned in the same context"
desmond harrington,police officer,"relationship between Desmond Harrington and a police officer, as both are mentioned in the same context"
christopher judge,one of bane's henchmen,"relationship between Christopher Judge and one of Bane's henchmen, as both are mentioned in the same context"
thomas lennon,doctor,"relationship between Thomas Lennon and a doctor, as both are mentioned in the same context (repeats role from Nolan's 2000 film Memento)"
glen powell,stock exchange trader that gets knocked out by bane,"relationship between Glen Powell and a stock exchange trader that gets knocked out by Bane, as both are mentioned in the same context"
patrick leahy,wayne enterprises,"Leahy appeared as a board member of Wayne Enterprises in The Dark Knight Rises, indicating a business or professional relationship between him and the company."
gotham rogues football team,ben roethlisberger,"Roethlisberger appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, implying a sport or team association between him and the fictional team."
gotham rogues football team,hines ward,"Ward appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, suggesting a sport or team affiliation between him and the team."
gotham rogues football team,troy polamalu,"Polamalu appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, indicating a sport or team relationship between him and the fictional team."
gotham rogues football team,willie colon,"Colon appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, suggesting a sport or team connection between him and the team."
gotham rogues football team,maurkice pouncey,"Pouncey appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, indicating a sport or team association between him and the fictional team."
gotham rogues football team,mike wallace,"Wallace appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, implying a sport or team connection between him and the team."
gotham rogues football team,heath miller,"Miller appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, suggesting a sport or team relationship between him and the fictional team."
gotham rogues football team,aaron smith,"Smith appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, implying a sport or team association between him and the fictional team."
gotham rogues football team,ryan clark,"Clark appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, indicating a sport or team connection between him and the fictional team."
gotham rogues football team,james farrior,"Farrior appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, suggesting a sport or team relationship between him and the fictional team."
gotham rogues football team,lamarr woodley,"Woodley appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, indicating a sport or team association between him and the fictional team."
gotham rogues football team,casey hampton,"Hampton appeared as a member of the Gotham Rogues football team in The Dark Knight Rises, suggesting a sport or team connection between him and the fictional team."
gotham rogues football team,luke ravenstahl,"Ravenstahl appeared as the kicker for the opponents of the Gotham Rogues football team in The Dark Knight Rises, implying a sport or team relationship between him and the fictional team's rivals."
