node_1,node_2,edge
depp,script,"Depp found the script quirky and unique, as it focused on returning treasure rather than finding it and the mutiny had already taken place."
johnny depp,traditional errol flynn type,"In the context, Johnny Depp surprised the cast and crew by portraying his character in a different manner than the traditional Errol Flynn type character played by Bloom. This shows that there is a relationship between Johnny Depp and the traditional Errol Flynn type."
johnny depp,keith richards,"After researching 18th-century pirates, Johnny Depp compared them to modern rock stars and decided to base his performance on Keith Richards. This indicates a relationship between Johnny Depp and Keith Richards in this context."
johnny depp,gay or drunk character,"In the context, Disney executives asked whether Johnny Depp's character was gay or drunk. This shows that there is a relationship between Johnny Depp and a gay or drunk character."
verbinski,rush,"Approached Rush for the role of Barbossa because he knew Rush would not play it with complexity, but with simple villainy that would suit the story's tone."
barbossa,sparrow,Conceptualized as a villain and an evil counterpart to Sparrow.
rush,barbossa,"Played the unsung hero of the film, who only dreamed about lifting the curse and living as a rich rogue with his prized pirate bride and developed an intricate backstory for the character to play him more convincingly."
de niro,barbossa,Original first choice for the role before Robert De Niro turned it down because he expected the film to flop in a similar manner to previous pirate films.
will turner,orlando bloom,"Tobey Maguire, Jude Law, Ewan McGregor, Ben Peyton, Christopher Masterson, Christian Bale, Tom Hiddleston and Heath Ledger were considered for the role of Will Turner."
governor swann,tom wilkinson,"Considered for the role, but Brian Cox turned down the role because he did not want to work with Depp."
governor swann,jonathan pryce,"Role ultimately went to Jonathan Pryce, whom Depp idolized."
historical fantasy,romanticized feel,"Verbinski did not want a completely romanticized feel for the film, but rather a sense of historical fantasy."
prosthetics,actors,Most of the actors wore prosthetics in the film.
contacts,depp,Depp wore contacts that acted as sunglasses in the film.
contacts,rush and lee arenberg,Rush and Lee Arenberg wore dulled contacts that gave a sinister feel to the characters in the film.
two contacts,mackenzie crook,"Mackenzie Crook wore two contacts to represent his character's wooden eye: a soft version, and a harder version for when it protrudes in the film."
genuine pistol,depp,"Depp carried a genuine pistol, which was made in London in 1760, in the film."
swords,production,A number of swords were built for the production of the film.
tony swatton,crew,The crew spent five months creating the cavern in which Barbossa and the Black Pearl crew attempt to reverse their curse by hiring blacksmith Tony Swatton.
gold paint,styrofoam rocks,The crew applied gold paint to the styrofoam rocks for more impressions of treasure in the film's cavern.
port royal fortress,crew,The Port Royal fortress was built by the crew at Manhattan Beach.
governor swann's mansion,crew,"Governor Swann's mansion was built by the crew in Rancho Palos Verdes, California."
fire,september 2002,"A fire broke out in September 2002 on the set of the film, causing $525,000 worth of damage, though no one was injured."
black pearl,computer-generated imagery,Black Pearl was built on barges and computer-generated imagery finishing the structures for budget reasons.
spruce goose stage,black pearl,Black Pearl was also built on the Spruce Goose stage to control fog and lighting.
dauntless,black pearl,"Three ships, Black Pearl, Dauntless, and Interceptor were chosen for the film, with Black Pearl and Dauntless built on barges."
interceptor,lady washington,Interceptor was a re-dressed Lady Washington before going on a 40-day voyage.
st. vincent,primary shooting location,The filmmakers chose St. Vincent as their primary shooting location.
quick shoot,principal photography,"began on October 9, 2002, and wrapped on March 7, 2003."
accident,sparrow steals interceptor,"Three of the ropes attaching it to Dauntless did not break at first, and when they did snap, debris hit Depp's knee."
character,gibbs,telling Will how Sparrow allegedly escaped from an island—strapping two turtles together with rope made of his back hair—
character,pryce,written into the climactic battle to keep some empathy for the audience
quick schedule of the shoot,visual effects work,Immediately began visual effects work due to quick schedule of the shoot for Industrial Light & Magic.
skeletal forms of the pirates,moonlight,Revealed by moonlight in relatively little screen-time.
computer-generated forms,performances of the actors,Had to convey the performances of the actors or else the transition would not work for each scene featuring skeletal forms of pirates.
actors,skeletons,"Each scene featuring them was shot twice: a reference plate with the actors, and then without them to add in the skeletons,"
handheld cameras,battles,Verbinski's decision to shoot the battles with handheld cameras complicated the aesthetic.
actors,motion-capture stage,Had to perform their scenes again on the motion-capture stage.
editing room,verbinski,Spent 18-hour days in the editing room due to quick schedule of the shoot.
visual effects shots,release,"Completed a mere four months before release, causing Verbinski to spend 18-hour days in the editing room."
sailboats,shot,Involved merely removing modern sailboats from the shot for 250 of the visual effects shots.
