node_1,node_2,edge
broker,christopher fairbank,Christopher Fairbank plays the role of the Broker in the movie.
steemie,stephen blackehart,"Stephen Blackehart portrays Steemie, one of the denizens of Knowhere, in the movie."
bzermikitokolok,rhett miller,"Rhett Miller portrays Bzermikitokolok, another one of the denizens of Knowhere, in the movie."
jason,gregg henry,Gregg Henry plays the role of Quill's grandfather Jason in the movie.
yondu udonta,michael rooker,"Michael Rooker reprises his role as Yondu Udonta, the former head of the Ravagers and Peter's deceased mentor, in the movie."
cosmo,maria bakalova (voice),"Maria Bakalova reprises her voice role as Cosmo, a sapient dog who developed psionic abilities after being abandoned in outer space by the Soviet Union, in the movie."
mainframe,tara strong (voice),"Tara Strong voices Mainframe, previously voiced in the Disney+ series Loki, in the movie."
mainframe,guardians films,"In the first two Guardians films, Mainframes appears as a character."
tara strong,mainframe,Tara Strong voices Mainframe in the Disney+ series Loki and previously voiced her in Vol. 2.
miley cyrus,mainframe,An uncredited Miley Cyrus previously voiced Mainframe in Vol. 2.
jared gore,krugarr,"Jared Gore provides motion capture for Krugarr, a Ravager who appears in the movies."
ravagers,guardians films,The Ravagers are a group of characters that appear in the Guardians films.
asim chaudhry,teefs,"Asim Chaudhry voices Teefs, an anthropomorphic walrus in the given context."
mikaela hoover,floor,"Mikaela Hoover voices Floor, an anthropomorphic rabbit in the given context."
daniela melchior,ura,"Daniela Melchior appears as Ura, a receptionist at Orgocorp in the given context."
miriam shor,recorder vim,"Miriam Shor appears as Recorder Vim, one of the scientifically minded henchmen of the High Evolutionary in the given context."
nico santos,recorder theel,"Nico Santos appears as Recorder Theel, one of the scientifically minded henchmen of the High Evolutionary in the given context."
jennifer holland,administrator kwol,"Jennifer Holland appears as Administrator Kwol, a security employee of Orgocorp in the given context."
kai zen,phyla,"Kai Zen appears as Phyla, one of the High Evolutionary's Star Child prisoners in the given context."
judy greer,war pig,"Judy Greer voices War Pig, a cyborg pig and member of the Hell Spawns working for the High Evolutionary in the given context."
renaldo faberlle,behemoth,"Reinaldo Faberlle voices Behemoth, a cyborg bird and member of the Hell Spawns who also works for the High Evolutionary in the given context."
blurp,dee bradley baker,"Blurp is voiced by Dane DiLiegro, an anthropomorphic F'saki that is an unnamed Ravager's pet in the given context."
unsavory octopus,dane diliegro,Dane DiLiegro appears as an Humanimal octopus drug dealer on Counter-Earth in the given context.
lloyd kaufman,knowhere,"Kaufman appears as Gridlemop, a Krylorian on Knowhere who partakes in a card game with Kraglin."
pete davidson,arête laboratories,"Davidson portrays Phlektik, a guard at Arête Laboratories."
molly c. quinn,ravagers,Quinn plays a member of the Ravager group in the film.
james gunn,lambshank,"Gunn both wrote for and provided the voice for Lambshank, a deformed experiment of the High Evolutionary that is among those freed by the Guardians of the Galaxy."
stan lee,lambshank,"Originally written as a role for Lee, Lambshank was designed to resemble Lee's appearance after Gunn chose to take over the voice following Lee's passing."
