node_1,node_2,edge
arnold schwarzenegger,cameo appearance,Reports indicated that Arnold Schwarzenegger was signed on to appear in Kambakkht Ishq.
beyoncé,performance,Kambakkht Ishq was reported to feature a performance by Beyoncé.
may 2008,new filming schedule,"Due to extensive pre-production work on the film, the filming for Kambakkht Ishq was shifted from January 2008 to May 2008."
universal studios,film location,"Kambakkht Ishq is the first Indian film to be shot within Universal Studios, as announced by Nadiadwala."
kodak theatre,film location,Pivotal scenes of Kambakkht Ishq were filmed at the Kodak Theatre.
"venice, italy",overseas filming location,"After completing their overseas schedule, the production team headed to Venice, Italy for further filming of Kambakkht Ishq."
"mumbai, india",film location,"After completing their overseas schedule, the production team also headed to Mumbai, India for further filming of Kambakkht Ishq."
kambakkht ishq,"venice, italy","For the project in Venice, Italy, Kambakkht Ishq was shot."
kambakkht ishq,india,"After completing their overseas schedule, the production team of Kambakkht Ishq later headed to shoot in Mumbai, India."
"electra, carmen",kumar and kapoor,"During December 2008, reports surfaced indicating that Kumar and Kapoor would appear alongside Carmen Electra in a promotional music video for the film."
"electra, carmen",rdb,"In February 2009, Nadiadwala announced that Electra wouldn't be appearing in the music video and was replaced by the music group RDB."
first trailer of kambakkht ishq,aa dekhen zara (2009),The first trailer of the film was shown alongside the release of Jehangir Surti's film Aa Dekhen Zara (2009).
anu malik,kambakkht ishq,"The music of this movie was primarily composed by Anu Malik,"
rdb,kambakkht ishq,with RDB and Salim–Sulaiman as guest composers.
advance bookings for kambakkht ishq,"july 3, 2009","Before the film's worldwide release of 3 July 2009, advance bookings for Kambakkht Ishq officially commenced from 28 June onwards to positive response from the public."
kambakkht ishq,"july 2, 2009","On 3 July 2009, Kambakkht Ishq opened to an average response of 50-60% all over India."
kambakkht ishq,rs 85.0 million,"Making a first day total of Rs 85.0 million,"
kambakkht ishq,rs 245.0 million,"For its opening weekend in India, Kambakkht Ishq accumulated a total of Rs 245.0 million"
kambakkht ishq,bollywood film with highest grossing of all time,Kambakkht Ishq is a Bollywood film that holds the record for highest grossing of all time in Indian cinema.
kambakkht ishq,rs 245.0 million,"In its opening weekend in India, Kambakkht Ishq grossed Rs 245.0 million from 1,400 screens."
kambakkht ishq,rs 359.5 million,"At the end of its first week, Kambakkht Ishq collected a total of Rs 359.5 million."
kambakkht ishq,70% drop in collections,"During its second week at the box office, the film showed a 70% drop in its collections."
eros international,kambakkht ishq,Eros International released Kambakkht Ishq overseas in over 600 screens.
kambakkht ishq,number 8,"In the United Kingdom, the film debuted at number 8 and grossed £ 299,533 on 56 screens."
kambakkht ishq,noyon jyoti parasara,"Noyon Jyoti Parasara from AOL India concluded, ""The film has nothing going for it. It has a worryingly bad script, horrible screenplay, traumatising dialogues and unpleasant music."""
kambakkht ishq,indian films on the world stage,"The author describes Kambakkht Ishq as a shame when it comes to watching Indian films on the world stage, implying that it fails to meet the standards expected from Indian films that are showcased globally."
kambakkht ishq,cnn-ibn,"Rajeev Masand, a critic from CNN-IBN, gave the film 1 star out of 5 and referred to it as 'a loud, vulgar and seriously offensive film'."
kambakkht ishq,youth,"Taran Adarsh, a critic from indiaFM, mentioned that the film would strike a chord with the youth."
kambakkht ishq,zany and madcap entertainers,Taran Adarsh also noted that the film would appeal to those who enjoy such kinds of movies.
kambakkht ishq,historic week 1,"According to Taran Adarsh, the film would witness a record-breaking opening weekend and an exceptional first week."
kambakkht ishq,crude humor,Rachel Saltz from The New York Times observed that the film's humor was frequently crude.
kambakkht ishq,relentless pace,Rachel Saltz also noted that the film had a frenetic pace.
kambakkht ishq,unpalatable racial bits,Rachel Saltz further mentioned that the film contained some objectionable racial elements.
