node_1,node_2,edge
dragonball,fox,Fox then went on to send the script to writer/director James Wong who accepted.
dragonball,james wong,"James Wong and RatPac-Dune Entertainment co-founder Brett Ratner were announced as director and producer respectively, and the project was retitled Dragonball."
dragonball,ben ramsey,"Ben Ramsey's first draft was deemed too expensive to shoot,"
dragonball,chow,Chow was a Dragon Ball fan
dragonball,goku,Justin Chatwin was selected to play the film's central character Goku.
lord piccolo,ron perlman,"Ron Perlman was originally offered the role of the villain Lord Piccolo, but turned it down to work on Hellboy II: The Golden Army."
dragonball,james marsters,James Marsters accepted the role
marsters,original anime adaptation,"Marsters described it as 'the coolest television cartoon in the last 50,000 years [because] it's got a Shakespearean sense of good and evil.'"
piccolo,force of good,Piccolo was 'thousands of years old and a very long time ago he used to be a force of good'
piccolo,bad argument,but [he] got into a bad argument and was put into prison for 2000 years
piccolo,evil,and then tries to destroy the world.
piccolo,thousands of years,Thousands of years old and
marsters,decrepit complexion,Marsters and the make-up artist chose to give him a decrepit complexion to reflect his having been trapped for thousands of years stewing in his evil and thirst for vengeance.
zhang yuqi,chi chi,"Originally, Piccolo was going to be depicted as a handsome creature, but Marsters and the make-up artist chose to give him a decrepit complexion instead of casting Zhang Yuqi for the part of Chi Chi, with whom he worked on CJ7."
chi chi,stephen chow,"Stephen Chow originally wanted to cast Zhang Yuqi, with whom he worked on CJ7, for the part of Chi Chi."
mexico city,principal photography,"Principal photography began on December 3, 2007, in Mexico City,"
universidad tecnológica de méxico,locations,Locations included the Universidad Tecnológica de México.
sierra de órganos national park,shooting,"From January 2, 2008, the crew shot at Sierra de Órganos National Park."
estado de méxico,shooting,The crew moved to Estado de México in March of that year for some shots at Nevado de Toluca.
los angeles,shooting,"Shooting was also scheduled at Los Angeles,"
estado de méxico,nevado de toluca,The crew moved to Estado de México in March of that year for some shots at Nevado de Toluca.
oriental locations,oriental culture,"In adapting the Dragon Ball manga, the futuristic cities and flying vehicles were kept; however, the anthropomorphic creatures and talking animals (such as Turtle, Oolong, Puar, Shu, and Korin) were dropped. Many of the locations are very Oriental,"
rossum (character),blue wig,"It was thought that Rossum would wear a blue wig to resemble her manga counterpart, but it was ultimately decided that such a look was too unrealistic,"
chatwin (character),goku's hair,"Chatwin did not wear a wig as the director felt Chatwin's hair resembled Goku's,"
dragonball evolution,abandoned jeans factory,"Dragonball Evolution was shot in an abandoned jeans factory, also located in Durango, Mexico."
dragonball evolution,mexico,"Dragonball Evolution was shot in an abandoned jeans factory, also located in Durango, Mexico."
dragonball evolution,special effects,"Dragonball Evolution special effects were done by Amalgamated Dynamics,"
dragonball evolution,visual effects,"Dragonball Evolution visual effects were done by Ollin Studios, Zoic Studios, and Imagine Engine."
theme song,dragonball evolution,"It was confirmed that the theme song would be ""Rule"" by Japanese singer Ayumi Hamasaki for Dragonball Evolution."
american pop artist brian anthony,dragonball evolution soundtrack,"Whose remixed song 'Worked Up' was released as a single in English territories, and is included on the home video releases as a bonus feature."
dragonball evolution: original motion picture soundtrack,brian tyler,"The score was composed by Brian Tyler, who recorded the score with an 82-piece ensemble of the Hollywood Studio Symphony at the Newman Scoring Stage at 20th Century Fox."
dragonball evolution: the junior novel,stacia deutsch and rhody cohon,"A film novelization, Dragonball Evolution: The Junior Novel, was written by Stacia Deutsch and Rhody Cohon. Aimed at children ages 8–15, the novel was released by Viz Media on February 24, 2009."
dragonball evolution,chapter books,A series of chapter books for readers 7–10 was released on the same day.
dragonball: evolution,"deutsch, robert","The three volumes subtitled The Discovery, The Search, and The Battle were also written by Deutsch and Cohan."
dragonball: evolution,"cohan, mordecai","The three volumes subtitled The Discovery, The Search, and The Battle were also written by Deutsch and Cohan."
dragonball: evolution,namco bandai games,A tie-in PSP video game was released in Japan on March 19 and North America on April 7.
dragonball: evolution,fox,"Released a week later on March 31, 2009, by Viz was a 22-page Dragonball: Evolution Posterzine featuring eleven posters, cast interviews, and merchandise previews."
dragonball: evolution,enterbay,A 1:6-scaled line for Dragonball Evolution was produced by Enterbay. A 1:6 Goku figure was made along with Lord Piccolo.
dragonball: evolution,bandai america,"Lastly, Japanese toy company MediCom created stylized Goku and Piccolo Be@rbrick toys to coincide with the release of the film."
dragonball: evolution,medicom,"Lastly, Japanese toy company MediCom created stylized Goku and Piccolo Be@rbrick toys to coincide with the release of the film."
dragonball: evolution,jump square,"The July 2008 issue of Jump Square published a manga by Daisuke Kadokuni, inspired by the Dragonball: Evolution."
dragonball: evolution,daisuke kadokuni,"The July 2008 issue of Jump Square published a manga by Daisuke Kadokuni, inspired by the Dragonball: Evolution."
dragonball: evolution,american film,"The context mentions that although Dragonball: Evolution is an American film, it was released in Japan and Hong Kong before its American release."
dragonball: evolution,"march 13, 2009","The context mentions that Dragonball: Evolution was released in Japan and Hong Kong on March 13, 2009."
dragonball: evolution,north america,"The context mentions that the initial release date for Dragonball: Evolution in North America was August 15, 2008, but it was later moved to April 2009."
dragonball: evolution,"april 10, 2009","The context mentions that the final release date for Dragonball: Evolution in North America was April 10, 2009."
dragonball: evolution,"april 8, 2009 (united kingdom)","The context mentions that Dragonball: Evolution was released in the United Kingdom on April 8, 2009."
dragonball: evolution,be@rbrick toys,The context mentions that Be@rbrick toys were released to coincide with the release of Dragonball: Evolution.
dragonball: evolution,july 2008 issue of jump square,The context mentions that a manga inspired by Dragonball: Evolution was published in the July 2008 issue of Jump Square.
dragonball: evolution,daisuke kadokuni,"The context mentions that a manga inspired by Dragonball: Evolution was published in the July 2008 issue of Jump Square, created by Daisuke Kadokuni."
dragonball evolution,film,"The game was released just before the film in conjunction with another viral campaign, implying a cause-effect relationship between the two."
dragonball evolution,hannah montana: the movie and fast & furious,"The film opened with its competitors, indicating a simultaneous occurrence of events."
dragonball evolution,rotten tomatoes,"The film's rating on Rotten Tomatoes is discussed in the context, which suggests a relationship between the two entities."
rotten tomatoes,14% of 63 critics' reviews are positive,This signifies an attribution relationship between Rotten Tomatoes and the percentage of positive reviews.
rotten tomatoes,average rating of 3.6/10,"Similar to the previous edge, this also indicates an attribution relationship between Rotten Tomatoes and the average rating."
dragonball evolution,cinemascore,"The film's grade is discussed in the context, implying a connection between Dragonball Evolution and CinemaScore."
cinemascore grade c+,audiences,scale of A to F
negative rating,zac bertschy,"criticism of poor explanation of plot elements, hackneyed storyline, and lackluster effort by the actors"
passable,variety's russell edwards,"note that it 'doesn't take itself too seriously, but avoids campiness'"
surreal mess,luke thompson,referral to the film and questioning the use of a Caucasian in the main role
overacting,chow yun-fat,Luke Thompson's opinion about Chow Yun-Fat's acting
anime flavor,ign's christopher monfette,note that it 'captured the flavor of anime without becoming'
anime,overly cartoonish,Christopher Monfette's review stated that the film captured 'the flavor of anime without becoming overly cartoonish'
goku,likeable,Christopher Monfette praised Chatwin as a particularly likeable character in his review
high school movie banter,dull,Jason Di Rosso mentioned 'dull high school movie banter' dialog in his review
lacking visual panache,ign reviewer,Di Rosso's review criticized the film for lacking the 'visual panache of recent graphic novel adaptations'
loony live-action adaptation,entertaining,Aaron Hillis described the movie as 'entertainingly ridiculous and ridiculously entertaining' in his review
uninspired,rob humanick,Slant Magazine's Rob Humanick used the word 'uninspired' to describe the film in his review
complete lack of substance,rob humanick,Humanick also criticized the movie for having a 'complete lack of substance'
dragonball evolution,worst-reviewed piece of media ever made,Dragonball Evolution holds the record as the lowest-rated film on review aggregator IMDb and was replaced by Velma in this position.
dragonball evolution,alternate universe version of creator akira toriyama's work,"According to Dragon Ball creator Akira Toriyama, the film does not accurately represent his series and is an alternate universe version of his work."
dragonball evolution,lowest-rated film on letterboxd,"As of August 19th, 2024, Dragonball Evolution holds the record as the lowest-rated film on Letterboxd with a 0.9 rating."
dragonball evolution,surprised at dragonball evolution,"According to an interview in Asahi Shimbun, Toriyama expressed surprise at Dragonball Evolution."
dragonball evolution,bland and not interesting,"In a 2013 interview with Asahi Shimbun, Toriyama revealed that he had felt the script did not 'capture the world or the characteristics' of his series and was 'bland' and not interesting."
dragonball evolution,hollywood producers did not heed akira toriyama's advice,"According to an interview in Asahi Shimbun, the Hollywood producers of Dragonball Evolution did not heed Akira Toriyama's suggestions for changes."
dragonball evolution,chatwin was ill-cast as goku,"According to Jeffrey K. Lyles of The Gazette, Chatwin was ill-cast as Goku in the film Dragonball Evolution."
dragon ball,toriyama,"Toriyama wrote: ""I had put Dragon Ball behind me, but seeing how much that live-action film ticked me off..."""
dragonball: evolution,misled,Actor James Marsters expressed feelings that he was misled about Dragonball: Evolution
dragonball: evolution,stephen chow,"they told me it was a $120 million picture, and that Stephen Chow was producing."
james marsters,dragonball: evolution,"claiming, ""they told me it was a $120 million picture, and that Stephen Chow was producing. And I get out to Durango, Mexico and it's a $30 million picture"""
dragonball: evolution,separated clavicle,because it was just gnarly.
ben ramsey,dragonball: evolution,"following his work on the film, writing: ""To have something with my name on it as the writer be so globally reviled is gut-wrenching""."
ben ramsey,hate mail,receiving hate mail from all over the world is heartbreaking.
ben ramsey,dragonball: evolution,"""I went into the project chasing after a big payday, not as a fan of the franchise but as a businessman taking on an assignment. I have learned that when you go into a creative endeavor without passion you come out with sub-optimal results, and sometimes flat-out garbage. So I'm not blaming anyone for Dragonball [Evolution] but myself."""
dragonball evolution,justin chatwin,"Chatwin apologized for the quality of Dragonball Evolution, stating that he is not blaming anyone but himself. This indicates a negative association between the film and Chatwin."
akira toriyama,dragonball evolution,"Following Akira Toriyama's death, Justin Chatwin sent condolences while also apologizing for the quality of Dragonball Evolution. This indicates that Akira Toriyama is associated with the creation of Dragonball and possibly played a role in the making or development of the film."
joblo.com,dragonball evolution,"The film was nominated for JoBlo.com's Golden Schmoes Awards in the category Worst Movie of the Year 2009, indicating a negative association between the film and JoBlo.com."
james marsters,dragonball evolution,"James Marsters signed on for three films in the Dragonball franchise, indicating a potential positive association between himself and future installments of the series."
king piccolo,dragonball evolution,"James Marsters played King Piccolo in Dragonball Evolution, indicating an association between the character and the film."
gohan,dragonball evolution,"Justin Chatwin expressed interest in making as many as seven films in the Dragonball franchise, indicating that future installments may delve further into Gohan's story."
vegeta,dragonball evolution,"Justin Chatwin expressed interest in making as many as seven films in the Dragonball franchise, indicating that future installments may introduce Vegeta."
dragon ball z,dragonball evolution,"James Marsters indicated that subsequent films would feature elements from the Dragon Ball Z portion of the franchise, indicating a potential positive association between the series and future installments of the film franchise."
dragon ball z,planned arc,The planned arc will feature elements from Dragon Ball Z.
piccolo,piccolo jr.,Piccolo's reincarnation and redemption may merge Piccolo and his son Piccolo Jr. Into one character.
goku's best friend,krillin,"Chatwin and Chung expressed their hopes that Goku's best friend Krillin would be included in a sequel, noting ""their dynamic in the anime's just too good not to use in this movie. If the studio knew better, they’d already have people lined up for auditions""."
poor commercial and critical performance,planned sequels,The film's poor commercial and critical performance caused any planned sequels to be canceled.
