node_1,node_2,edge
thunderbird 3,rest of the tracy family,The rest of the Tracy family return from space in Thunderbird 3 and
thunderbirds,thunderbird 4,rescue the submerged monorail car using Thunderbird 4 before pursuing the Hood.
thunderbirds,hood,"confront The Hood at the Bank, where he captures Jeff and Lady Penelope and challenges Alan to defeat him."
alan,the hood,"while Alan fights The Hood on a catwalk over the moving drill of The Mole, The Hood is defeated by Tin-Tin."
alan,the hood,"The Hood taunts Alan to let him die as his father did, but Alan rescues him, knowing that his father had actually tried unsuccessfully to save the Hood."
thunderbirds,tracy family,"The rest of the Tracy family return from space in Thunderbird 3 and confront The Hood at the Bank, where he captures Jeff and Lady Penelope and challenges Alan to defeat him."
alan,tracy family,"The rest of the Tracy family return from space in Thunderbird 3 and confront The Hood at the Bank, where he captures Jeff and Lady Penelope and challenges Alan to defeat him."
thunderbirds,international rescue,"while Alan fights The Hood on a catwalk over the moving drill of The Mole, The Hood is defeated by Tin-Tin, who as his niece is also able to use his powers."
alan,international rescue,"Alan, Fermat, and Tin-Tin are inducted as official members of the team."
thunderbirds,itc entertainment library,Thunderbirds was the third theatrical release based upon the series created by Gerry and Sylvia Anderson.
thunderbirds,supermarionation production techniques,"Production of the film started in the mid-1990s when PolyGram Filmed Entertainment purchased the rights to the entire ITC Entertainment library, which included the original Thunderbirds series. Seeing the big-screen potential of the"
thunderbirds series,peter hewitt,"faithful director of the Thunderbirds series, Peter Hewitt was signed on to direct the movie adaptation."
thunderbirds series,karey kirkpatrick,"faithful writer of the Thunderbirds series, Karey Kirkpatrick was signed on to write the movie adaptation. Although he was not a lifelong fan of the series, Kirkpatrick watched all 32 episodes of the original series to immerse himself within the lore of the series."
thunderbirds series,the hood,"in the movie adaptation, The Hood tries to steal Tracy Island's power core to power a device controlled by arch villain Thaddeus Stone."
thunderbirds series,tracy island,"in the movie adaptation, The Hood tries to steal Tracy Island's power core from Tracy Island."
thunderbirds series,thaddeus stone,"in the movie adaptation, The Hood's plan involves transferring all of Earth's gravity to the moon with the help of arch villain Thaddeus Stone."
peter hewitt,jonathan frakes,Jonathan Frakes replaced Peter Hewitt as director due to his dislike for the new direction the film was taking.
telehandler,original pod vehicle,relation between the two concepts is that 'Telehandler' is an example of an original pod vehicle.
brady corbet,protagonist alan tracy,Brady Corbet played the role of protagonist Alan Tracy in the film.
bill paxton,alan's father jeff tracy,Bill Paxton portrayed Alan's father Jeff Tracy in the movie.
jeff tracy,billionaire ex-astronaut,"Jeff Tracy, played by Bill Paxton in the film, is a billionaire and a former astronaut."
alan,son of jeff tracy,Alan is one of the sons of Jeff Tracy as depicted in the movie.
bill paxton,jeff tracy's character,Bill Paxton portrayed Jeff Tracy's character in the film.
ben kingsley,the hood,Ben Kingsley played the role of The Hood in the movie.
sophia myles,lady penelope,Sophia Myles acted as Lady Penelope in the film.
frakes,lovely,The relation between Frakes and 'lovely' is that Frakes was described as 'lovely' by Sophia Myles while working on the set.
richard curtis,rewritten dialogue,Richard Curtis rewrote some of Sophia Myles and Ron Cook's dialogue in the movie because it wasn't thought to be funny enough.
hyde park,oxford street,The author and his five sons met at a hotel located near Hyde Park and walked to Oxford Street.
author,five sons,The author pretended that these were his five sons while meeting them at a hotel near Hyde Park and walking to Oxford Street.
jeff,author,Jeff is the speaker's name in this context.
alan,jeff,"In Bill Paxton's preparation for his role in the film, he invited Alan (played by Harry Potter actor Rupert Grint), Jeff (played by Luke Skywalker actor Mark Hamill), and three other actors to a meal. Paxton called this experience empowering and said it helped him know Jeff better. This event further strengthens the relationship between these two characters."
alan's school,wharton academy,"In the movie, Alan's school is shown as Wharton Academy. The filming for this scene took place at Wellington College in Berkshire."
lady penelope's mansion,cliveden house,The exterior of Lady Penelope's mansion is shown as Cliveden House in the movie. This location was chosen for its grandeur and beauty.
bank of london,university college london,"In the movie, the exterior of the Bank of London is shown as University College London. The filmmakers chose this location due to its distinctive architecture."
thunderbirds fleet,redesigned thunderbirds fleet,The Thunderbirds fleet in the film has been redesigned compared to the original series.
tracy island,redesigned tracy island,Tracy Island in the film has been redesigned compared to the original series.
international rescue uniforms,redesigned international rescue uniforms,The International Rescue uniforms in the film have been redesigned compared to the original series.
tracy island,named in dialogue,"In the film, Tracy Island is named in dialogue whereas it was not explicitly mentioned in the original series."
hood,named in dialogue,"In the film, the Hood is named in dialogue whereas it was not explicitly mentioned in the original series."
international rescue,now referred to as 'thunderbirds',"In the film, International Rescue is now referred to as 'Thunderbirds' by the general public whereas it was not explicitly mentioned in the original series."
alan and tin-tin,much closer to the age of the rest of the tracy brothers (original series),"In the film, Alan and Tin-Tin are depicted as being much closer in age to the other Tracy brothers compared to the original series."
fermat hackenbacker,new character conceived for the film,"In the film, Fermat Hackenbacker is a new character conceived specifically for this movie whereas he did not appear in the original series."
onaha,new character conceived for the film,"In the film, Onaha is a new character conceived specifically for this movie and takes over Grandma Tracy's role from the original series."
tin-tin,changed nationality (original series),"In the film, Tin-Tin's nationality is changed to Indian whereas she was originally from Malaysia in the original series."
thunderbirds,march 2020,The events of the film are taking place in March 2020 according to working trailers. This contradicts StudioCanal's website and other promotional materials that suggest a setting in then.
thunderbirds,2026,"The setting of the original series is 2026, which impacts merchandise. This fact repeats enough times to affect the ages of the Tracy brothers in the film if their setting is taken as 2026."
thunderbirds,studiocanal's website,"According to StudioCanal's website, the events of the film take place then."
thunderbirds,march 2020,The ages of the Tracy brothers line up if the setting is taken as March 2020.
thunderbirds,original series,"If the setting of the original series is taken as 2026, then the ages of the Tracy brothers indeed line up with the events of the film."
thunderbirds,box office bomb,"The Thunderbirds movie was a box office bomb, grossing $28,283,637 worldwide against an estimated $57 million budget."
thunderbirds,stiff competition,Frakes attributed the film's commercial failure to a combination of stiff competition from Shrek 2 and Spider-Man 2.
thunderbirds,poor critical reception,"The Thunderbirds movie received negative reviews, with those familiar with the series tending to be more negative."
thunderbirds,rushed version of the countdown to the thunderbirds takeoff,lacks the TV series' romantic approach to technology
film,tv series,entire trend of making films based on decades-old TV series is good-intentioned but misguided
gerry anderson,people who had no idea what thunderbirds was about and what made it tick,disappointed after being left out during development
thunderbirds,personal thrill,"She expressed a far different opinion to that of her former husband, stating 'I felt that I'd been on a wonderful Thunderbirds adventure.' This shows that the character associated with 'Thunderbirds' brought her personal joy and excitement."
thunderbirds,sensitive adaptation,"She stated, 'I'm personally thrilled that the production team have paid us the great compliment of bringing to life our original concept for the big screen.' This indicates that the character associated with 'Thunderbirds' was happy with the new version of the concept created by the production team."
thunderbirds,negative reputation,"The statement, 'Thunderbirds has had a negative reputation with many fans of the original franchise,' implies that there were negative views about 'Thunderbirds' among fans who enjoyed the earlier version."
cast members,devoted fans,"Cast members frequently speak about the film having devoted fans, especially those who were children when the film was released.'"
thunderbirds,origional concept,"She stated, 'It was a personal thrill for me to see my characters come to life on the big screen.' This suggests that the character associated with 'Thunderbirds' had a strong connection with the original concept."
thunderbirds,new version,"She stated, 'For me it was one of the best times of my life.' This implies that the character associated with 'Thunderbirds' was satisfied with the new version."
thunderbirds,london premiere,"She attended the London premiere, suggesting a direct association between 'Thunderbirds' and this event."
thunderbird 3,dominic colenso,"Colenso, who moved to a career as a communications expert, often describes himself as a 'Former Thunderbird'. The creation of a 60-foot model of Thunderbird 3 for marketing the film is attributed to communication experts at ZenithOptimedia. This highlights Colenso's association with the film and his later career in communications."
thunderbird 3,trafalgar square,"The 60-foot model of Thunderbird 3, based on Dominic Lavery's design for the film, was displayed in Trafalgar Square close to the film's release. This shows the promotional efforts made for the film in the iconic location."
thunderbird 3,blackpool,"The model of Thunderbird 3, based on Dominic Lavery's design for the film, was displayed in Blackpool. This indicates that the promotional efforts made for the film were not limited to London and extended to other locations."
thunderbird 3,pablo picasso's guernica,"At one point, the model of Thunderbird 3 based on Dominic Lavery's design for the film was decorated with images from Pablo Picasso's Guernica in Blackpool. This highlights the creative elements used to promote the film."
thunderbird 3,eastern airways,"In early 2008, the model of Thunderbird 3 based on Dominic Lavery's design for the film was purchased by Eastern Airways. This shows that the promotional efforts made for the film had a lasting impact."
dominic colenso,former thunderbird,"Colenso, who moved to a career as a communications expert, often describes himself as a 'Former Thunderbird'. This indicates his association with the film and its branding."
zenithoptimedia,thunderbird 3 model,Communication experts at ZenithOptimedia created a 60-foot model of Thunderbird 3 for marketing the film. This highlights their involvement in promoting the film.
trafalgar square,thunderbird 3 model,The 60-foot model of Thunderbird 3 based on Dominic Lavery's design for the film was displayed in Trafalgar Square close to the film's release. This indicates the promotional efforts made in prominent locations.
blackpool,thunderbird 3 model,The model of Thunderbird 3 based on Dominic Lavery's design for the film was displayed in Blackpool. This indicates that promotional efforts were not limited to London.
pablo picasso's guernica,thunderbird 3 model,"At one point, the model of Thunderbird 3 based on Dominic Lavery's design for the film was decorated with images from Pablo Picasso's Guernica in Blackpool. This highlights the creative elements used to promote the film."
eastern airways,thunderbird 3 model,"In early 2008, the model of Thunderbird 3 based on Dominic Lavery's design for the film was purchased by Eastern Airways. This indicates that the promotional efforts made for the film had a lasting impact."
primary sources,context,The context provided includes primary sources such as quotes from Dominic Colenso and references to locations where the model of Thunderbird 3 was displayed. This indicates the significance of these sources in understanding the ontology of terms related to the film.
secondary sources,context,The context provided also includes references to secondary sources such as 'dominic colenso' and 'eastern airways'. This indicates that these sources are related to the film and contribute to its ontology.
