node_1,node_2,edge
digital fur,cgi bodies of the cat characters,The bodies of the cat characters were rendered using CGI with digital fur blended with the actors' actual faces.
anuses,cats,"An early, half-finished iteration of Cats featured visible anuses."
cats,troubled production,The Daily Beast reported a troubled production for Cats.
vfx,cats,Substantial work on the VFX for Cats was performed at Mill Film Montreal and Adelaide.
mill film montreal,vfx,Substantial work on the VFX for Cats was performed at Mill Film Montreal.
adelaide,vfx,Substantial work on the VFX for Cats was performed at Mill Film Adelaide.
hooper,denigrating emails,"Sources within one VFX studio said that staff had to work 80–90 hour weeks to finish the effects by the release date, and Hooper would send denigrating emails to individual VFX artists about their work and insult them during conferences."
vfx studios,staff,"Sources within one VFX studio said that staff had to work 80–90 hour weeks to finish the effects by the release date,"
cats,denigrating emails,Hooper would send denigrating emails to individual VFX artists about their work and insult them during conferences.
vfx studios,real-life references of cats,"Hooper demanded costly and time-consuming full renders before reviewing scenes, and told crews that real-life references of cats must be used for every movement, which someone had to point out was impossible because 'cats don't dance.'"
cats,real-life references of cats,"Hooper demanded costly and time-consuming full renders before reviewing scenes, and told crews that real-life references of cats must be used for every movement."
cats,two-minute trailer,"The team spent six months producing the film's two-minute trailer,"
vfx studios,two-minute trailer,The team spent six months producing the film's two-minute trailer.
cats,eleven minutes,Leaving just four months to finish the entire 110-minute film.
bustopher jones,visual effects,"At the 92nd Academy Awards, Corden and Wilson presented Best Visual Effects in character as Bustopher Jones and Jennyanydots from the film. However, their portrayal of the characters mocked the film's CGI, leading to criticism from the production's VFX animators who were laid off following the film's production when Mill Film Montreal and MPC Vancouver closed. This also condemnation by the Visual Effects Society, an organization representing the VFX industry."
visual effects,uncanny valley,"The 2022 Disney film Chip 'n' Dale: Rescue Rangers mocked the visual effects of the previous movie, featuring two alley cats resembling the ones in that film as they ventured through an 'uncanny valley' part of town."
