node_1,node_2,edge
john favara,anthony casso,"neighborhood relationship between the two men, with Favara accidentally killing Casso's son and later disappearing"
leon papon,john favara,"witness to Favara's abduction, intimidated into silence by unspecified forces"
paul castellano,gotti,leader-underboss relationship within the Gambino family
johnson,gotti,"close associate and confidential informant for the FBI, with Johnson's status as an informant potentially causing tension between the two men"
dellacroce,gotti,"senior member of the Gambino family, with Dellacroce informing Gotti of Castellano's plans and helping him secure approval to eliminate him"
castellano,bilotti,leader-bodyguard relationship within the Gambino family
dellacroce,gotti,Gotti fails to attend Dellacroce's funeral two days after his death on December 2.
castellano,gottí,"Gottí takes over the Gambino family, becoming 'the real-life Godfather' after Castellano and his bodyguard Thomas Bilotti are gunned down outside Sparks Steak House in midtown Manhattan, on December 16."
gigante,casso,Rival boss Vincent 'The Chin' Gigante of the Genovese crime family plots with Casso to eliminate Gottí.
decicco,gotti,"DeCicco is killed by a car bomb that Ruggiero believes was meant for Gotti on April 13, 1986."
hydell,casso,Casso tracks down and tortures the hitman James Hydell into revealing he was sent by Ruggiero.
gotti,gigante,Gotti reconciles with Gigante before excommunicating Ruggiero from his crew to shield him from further retribution.
gotti,gravano,"Underboss Salvatore 'Sammy the Bull' Gravano testifies against Gotti, leading to his conviction and imprisonment in 1992."
junior,gambino family,Junior is inducted into the Gambino family on Christmas Eve 1988.
kim,junior,Junior marries his wife Kim in April 1990.
gotti,rivals,Several family members are killed as rivals target the organization after Junior assumes control.
junior gotti,gotti sr.,"father-son relationship, Junior follows in his father's criminal footsteps but eventually abandons it for his family's sake after Gotti Sr.'s death from throat cancer"
junior gotti,united states medical center for federal prisoners,Junior visits his ailing father at this prison in Missouri to inform him of his plea bargain consideration
gotti sr.,throat cancer,Gotti Sr. Dies from this illness in 2002
junior gotti,five trials,Junior is released from prison after going through five trials
fiore films,gotti: in the shadow of my father,Fiore Films acquires the rights to produce a film about Junior's life in 2010
barry levinson,gotti: in the shadow of my father,Levinson is attached as director for this project early on
nick cassavetes,gotti: in the shadow of my father,Cassavetes is also attached to direct at a later point in time
joe johnston,gotti: in the shadow of my father,Johnston is similarly attached as director at some stage
al pacino,gotti: in the shadow of my father,Pacino is cast to star in this film project at one point
lindsay lohan,gotti: in the shadow of my father,Lohan is also announced as part of the casting lineup
ben foster,gotti: in the shadow of my father,Foster is another actor attached to star in this movie at a certain point
joe pesci,angelo ruggiero,Pesci is cast to play Ruggiero in the film but later sues Fiore Films for $3 million due to having his salary cut and being recast as Lucchese underboss Anthony Casso
chazz palminteri,paul castellano,Palminteri reprises his role from the TV film Boss of Bosses by playing Castellano in this movie project
kevin connolly,gotti: in the shadow of my father,Connolly takes over as director for this movie adaptation in 2015
gotti,kevin connolly,The project was moving forward with Kevin Connolly as director.
victoria,kelly preston,"Gotti's wife Victoria, played by Kelly Preston."
aniello dellacroce,stacy keach,"Aniello Dellacroce, the underboss of the Gambino crime family who mentored Gotti, played by Stacy Keach."
angelo ruggiero,pruitt taylor vince,"A deferential friend of Gotti, played by Pruitt Taylor Vince."
john gotti jr.,spencer lofranco,"Gotti's eldest son, played by Spencer Lofranco."
sammy gravano,william demeo,"Gotti's right-hand man who later became an FBI informant and helped them in bringing down Gotti, played by William DeMeo."
bobby boriello,leo rossi,"Gotti's enforcer, played by Leo Rossi."
father murphy,victor gojcaj,"Father Murphy, played by Victor Gojcaj."
brooklyn,filming location,Some scenes were filmed in Brooklyn.
gotti,limited release,The film Gotti had a limited release.
gotti,$4.3 million,The film Gotti grossed $4.3 million in the United States.
gotti,503 theaters,Gotti began its limited release in 503 theaters.
gotti,$1.7 million,"In its opening weekend, Gotti made $1.7 million at the box office."
gotti,vertically entertainment,"After failing to secure a wide release through Lionsgate Premiere, distributors Vertical Entertainment picked up Gotti for wider distribution."
"december 15, 2017",limited release and vod,"Gotti was originally scheduled to be released in a limited release and through video on demand on December 15, 2017."
ohio's revised motion picture tax credit,filming for some scenes,"Some scenes of Gotti were filmed in Brooklyn on February 21, 2017, as part of Ohio's revised Motion Picture Tax Credit."
gotti,poorly written,"According to Jordan Mintzer's review in The Hollywood Reporter, the film Gotti is related to 'poorly written'."
gotti,devoid of tension,"According to Jordan Mintzer's review in The Hollywood Reporter, the film Gotti is related to 'devoid of tension'."
gotti,ridiculous,"According to Jordan Mintzer's review in The Hollywood Reporter, the film Gotti is related to 'ridiculous'."
gotti,dull,"According to Jordan Mintzer's review in The Hollywood Reporter, the film Gotti is related to 'just plain dull'."
john gotti jr.,victim,"According to Jordan Mintzer's review in The Hollywood Reporter, the film portrays John Gotti Jr. As a 'victim'."
john gotti,loving family man,"According to Jordan Mintzer's review in The Hollywood Reporter, the film mostly portrays John Gotti as a 'loving family man'."
rotten tomatoes,gotti,"The film Gotti on Rotten Tomatoes has an approval rating of 0% based on 58 reviews, with an average rating of 2.2/10, according to their website."
metacritic,gotti,"According to Metacritic, the film Gotti has a weighted average score of 24 out of 100 based on reviews from 16 critics, indicating 'generally unfavorable reviews'."
gotti,glorified subject,"movie 'Gotti' validates criticism that mob movies invariably glorify their subjects, as the film does its best to make Gotti come off as a noble and ruthless warrior-leader who only killed his own and kept a lid on neighborhood crime."
gotti,likable guy,"the fact that it mostly portrays John Gotti as a loving family man is a first in the history of the genre, according to the given context."
gotti jr.,victim of government persecution,"the fact that it mostly portrays John Gotti as a loving family man and altogether likable guy, and his son John Gotti Jr. As a victim of government persecution, may be a first in the history of the genre."
gotti,mob movie misfire,"'Listen to me, and listen to me good. You never gonna see another guy like me if you live to be five thousand,' Travolta's Teflon Don boasts in the final scene of the movie 'Gotti'. With any luck, we'll never see another mob-movie misfire like this either,' according to Nick Schager's review."
new york post,worst mob movie of all-time,'the worst mob movie of all-time' - according to Johnny Oleksinski's review in the New York Post
gotti,rotten tomatoes,"The large disparity between the audience approval score and critics' score on Rotten Tomatoes during the film's opening weekend, which led to accusations of vote manipulation against the production studio and marketing team."
gotti,trustworthy people,"The campaign proclaimed by the production studio and marketing team asking consumers to ignore the 'trolls behind a keyboard' and trust the people, in response to the criticism from the critics."
gotti,first-time reviewers on rotten tomatoes,"It was noted that 32 of the 54 written reviews for 'Gotti' were found to be from first-time reviewers on the site, who had also only left a review for 'Gotti' itself."
richard roeper,entertaining and well-acted b-movie,Described by Richard Roeper of the Chicago Sun-Times in his review of the film.
observers,large disparity on rotten tomatoes,"Noted by observers during the film's opening weekend, between the audience approval score and the critics' score on Rotten Tomatoes."
moviepass,gotti,MoviePass is the company responsible for distributing and marketing the film Gotti through its subsidiary MoviePass Ventures.
accounts,first-time reviewers,"Of the 54 written reviews for Gotti, 32 were found to be from first-time reviewers on the site. These accounts also only left a review for Gotti itself."
reviews,gotti,A total of 54 written reviews were found for the film Gotti on the site.
reviews,american animals,"Many of the accounts that left reviews for Gotti also wrote a review for American Animals, which along with Gotti are the only films owned by MoviePass through its company MoviePass Ventures."
accounts,first-time reviewers,"Additionally, 45 of the accounts created to leave reviews for Gotti were also first-time reviewers on the site and created their account in the same month."
reviews,american animals,The praised American Animals is also owned by MoviePass Ventures.
tickets,moviepass,MoviePass's business model of offering unlimited movies is responsible for 40% of the tickets sold.
reviewers,first-time reviewers,Many of the first-time reviewers who left reviews for Gotti only wrote a review for Gotti and did not leave any other reviews on the site.
movies,gotti,The film Gotti is distributed and marketed by MoviePass Ventures.
